churn;accountlength;internationalplan;voicemailplan;numbervmailmessages;totaldayminutes;totaldaycalls;totaldaycharge;totaleveminutes;totalevecalls;totalevecharge;totalnightminutes;totalnightcalls;totalnightcharge;totalintlminutes;totalintlcalls;totalintlcharge;numbercustomerservicecalls
No;66;no;yes;35;1908;100;3244;2613;93;2221;2095;108;943;89;6;24;0
No;66;no;no;0;2051;102;3487;2327;109;1978;2599;95;117;92;6;248;2
No;127;no;yes;28;2356;124;4005;2368;113;2013;2412;127;1085;77;2;208;1
No;146;no;no;0;1893;77;3218;1559;128;1325;1860;83;837;74;3;20;0
No;93;no;yes;42;1669;101;2837;2732;84;2322;1710;106;769;115;1;311;1
Yes;77;no;no;0;2452;87;4168;2541;83;216;2394;91;1077;75;4;203;0
Yes;111;no;no;0;1326;125;2254;2211;67;1879;1279;101;576;127;2;343;4
No;125;no;no;0;1823;64;3099;1398;121;1188;1716;96;772;116;7;313;2
No;115;no;yes;14;1923;86;3269;887;90;754;2294;120;1032;105;3;284;2
Yes;115;yes;no;0;1220;110;2074;2202;100;1872;1797;124;809;108;2;292;2
No;114;no;no;0;1930;101;3281;2500;81;2125;1333;79;60;96;2;259;2
No;106;no;no;0;1586;112;2696;2200;114;187;2529;106;1138;91;3;246;0
No;118;no;yes;39;915;125;1556;2199;113;1869;2290;99;1031;127;8;343;2
No;59;no;no;0;1536;92;2611;2055;88;1747;1145;89;515;125;10;338;1
No;87;yes;yes;40;2216;79;3767;1571;74;1335;2224;124;1001;115;3;311;1
No;21;no;no;0;2447;81;416;1680;117;1428;2815;87;1267;66;1;178;1
No;142;no;yes;24;2398;103;4077;2859;65;243;2567;106;1155;95;4;257;0
No;62;no;no;0;1724;132;2931;2305;100;1959;2282;109;1027;110;5;297;0
Yes;149;no;no;0;2425;83;4123;2454;97;2086;2196;80;988;100;3;27;3
No;54;no;yes;39;1176;82;1999;1592;60;1353;2364;113;1064;113;10;305;2
No;112;no;no;0;1745;127;2967;2593;71;2204;1705;120;767;113;7;305;1
No;68;no;no;0;1573;83;2674;2209;85;1878;2189;129;985;120;7;324;1
No;201;no;yes;21;1920;97;3264;2391;81;2032;1161;125;522;151;3;408;1
No;88;no;no;0;2182;76;3709;1693;60;1439;1411;99;635;80;1;216;1
No;85;no;yes;29;1446;97;2458;1400;102;119;1654;148;744;109;3;294;1
Yes;51;yes;no;0;1536;108;2611;2329;85;198;2142;92;964;141;4;381;0
No;45;no;yes;29;1358;104;2309;2225;101;1891;2356;92;106;79;6;213;2
No;116;no;no;0;1607;69;2732;1468;106;1248;2878;144;1295;82;5;221;0
No;146;no;yes;31;2025;91;3443;2414;108;2052;1696;77;763;78;2;211;1
No;63;no;yes;34;1522;119;2587;2271;91;193;1957;103;881;123;5;332;1
No;133;no;no;0;2274;90;3866;732;135;622;1143;99;514;47;7;127;0
No;125;no;no;0;1916;115;3257;2056;108;1748;2102;123;946;92;3;248;2
No;72;no;no;0;1389;111;2361;2116;102;1799;1795;91;808;108;3;292;1
No;130;no;no;0;1270;102;2159;2069;107;1759;2317;99;1043;61;6;165;0
No;97;no;no;0;1686;87;2866;2592;105;2203;2798;123;1259;73;4;197;1
Yes;54;no;no;0;2866;73;4872;2232;108;1897;2037;107;917;115;5;311;1
No;160;no;yes;29;1646;121;2798;2628;108;2234;1238;131;557;152;4;41;1
No;79;no;no;0;1440;90;2448;1358;91;1154;2124;129;956;130;4;351;1
No;92;no;yes;47;1416;95;2407;2079;130;1767;2036;95;916;102;11;275;0
No;59;no;no;0;2043;65;3473;2473;123;2102;2147;94;966;120;4;324;1
No;132;no;no;0;1632;80;2774;1676;90;1425;875;90;394;62;10;167;1
No;21;no;no;0;2250;110;3825;2442;111;2076;2212;93;995;107;4;289;0
No;93;no;no;0;1761;103;2994;1997;130;1697;2639;96;1188;85;6;23;2
No;147;no;yes;36;2542;78;4321;2281;105;1939;980;125;441;138;7;373;5
No;101;no;no;0;1749;105;2973;2620;75;2227;2100;93;945;85;5;23;1
Yes;125;yes;no;0;1873;118;3184;1607;111;1366;2638;112;1187;96;2;259;0
No;63;no;no;0;2118;84;3601;2309;137;1963;2171;99;977;107;9;289;3
No;107;no;no;0;2419;102;4112;1269;117;1079;1856;92;835;117;6;316;0
No;110;no;no;0;1961;103;3334;1997;123;1697;1359;71;612;129;1;348;3
No;83;no;no;0;2313;100;3932;2104;84;1788;2174;106;978;124;2;335;3
No;117;no;no;0;1616;104;2747;1963;119;1669;2948;111;1327;138;2;373;1
No;124;no;no;0;1940;103;3298;2410;116;2049;2275;153;1024;119;5;321;0
No;115;no;no;0;1097;148;1865;2238;87;1902;2403;96;1081;154;8;416;3
No;156;yes;no;0;2770;119;4709;2383;106;2026;944;96;425;83;3;224;1
No;89;no;no;0;1921;83;3266;1636;88;1391;1697;138;764;61;3;165;0
No;72;no;no;0;1984;147;3373;2169;121;1844;1128;125;508;131;4;354;0
No;101;no;yes;42;2092;82;3556;1597;74;1357;1816;100;817;95;3;257;0
No;53;no;no;0;1848;98;3142;2164;125;1839;1411;116;635;184;3;497;2
No;116;no;no;0;1678;119;2853;1420;123;1207;1907;128;858;73;4;197;2
No;78;no;no;0;1392;140;2366;1914;113;1627;2865;125;1289;118;3;319;3
No;117;no;yes;17;2213;82;3762;1676;100;1425;2627;87;1182;44;4;119;0
No;56;no;no;0;1216;84;2067;1653;115;1405;2439;95;1098;89;2;24;1
No;123;no;yes;39;2704;99;4597;2451;110;2083;1089;113;49;154;7;416;1
No;127;no;no;0;1396;94;2373;2409;112;2048;1271;88;572;88;4;238;2
No;116;no;yes;23;2530;78;4301;1389;121;1181;2778;104;125;118;3;319;2
No;138;no;yes;26;1839;83;3126;2407;93;2046;1857;125;836;150;3;405;1
No;120;no;no;0;2033;108;3456;2599;66;2209;1159;103;522;78;2;211;3
No;102;no;no;0;2006;106;341;1525;127;1296;1994;128;897;77;2;208;3
No;95;no;no;0;1676;96;2849;1760;89;1496;2509;113;1129;134;6;362;2
No;102;no;no;0;1565;67;2661;2043;103;1737;1419;72;639;99;2;267;2
No;89;no;yes;25;2151;140;3657;1974;69;1678;1621;117;729;106;10;286;1
No;50;no;no;0;3017;82;5129;1671;118;142;722;89;325;105;6;284;1
No;93;no;yes;42;1523;90;2589;2675;102;2274;2669;130;1201;113;5;305;7
No;68;no;no;0;1954;116;3322;2121;101;1803;1384;134;623;151;11;408;1
No;70;no;no;0;2087;97;3548;2755;83;2342;1825;122;821;80;3;216;2
No;138;no;yes;29;1901;87;3232;2232;123;1897;2562;130;1153;142;6;383;0
No;141;no;yes;37;1854;87;3152;1785;128;1517;2183;107;982;80;3;216;4
No;112;no;yes;17;1832;95;3114;2528;125;2149;1567;95;705;97;3;262;0
Yes;117;yes;no;0;542;100;921;3032;84;2577;1718;84;773;86;2;232;1
No;1;no;yes;26;2080;115;3536;1850;113;1573;1777;144;80;81;9;219;1
No;70;no;no;0;2303;110;3915;779;87;662;2471;105;1112;132;4;356;1
No;87;no;yes;22;2408;102;4094;759;106;645;2246;115;1011;71;3;192;2
No;52;no;yes;21;1957;119;3327;1062;95;903;1574;94;708;53;3;143;2
Yes;97;no;no;0;2761;82;4694;2011;106;1709;2313;73;1041;89;4;24;0
No;105;no;no;0;1661;93;2824;1759;106;1495;2435;55;1096;162;3;437;2
Yes;77;no;yes;28;1359;117;231;2445;102;2078;2075;74;934;115;3;311;4
Yes;80;yes;no;0;1891;122;3215;2232;92;1897;2690;116;1211;139;3;375;2
No;120;no;yes;43;1779;117;3024;1751;70;1488;1613;117;726;115;4;311;1
No;54;no;yes;39;1439;73;2446;2103;117;1788;1292;117;581;125;8;338;2
No;148;yes;no;0;1482;138;2519;1596;123;1357;1974;62;888;86;3;232;2
Yes;119;no;no;0;2871;115;4881;1593;99;1354;2168;86;976;139;1;375;2
Yes;162;no;yes;26;1797;144;3055;2181;129;1854;2123;105;955;93;8;251;1
Yes;85;no;no;0;1658;96;2819;1900;141;1615;1440;116;648;109;3;294;5
No;101;no;yes;25;1441;144;245;1676;105;1425;2400;107;108;145;3;392;1
No;172;no;no;0;1725;85;2933;2531;71;2151;2216;113;997;59;6;159;0
No;80;no;no;0;1998;138;3397;1671;91;142;2718;94;1223;55;4;149;1
No;67;no;no;0;1091;134;1855;1423;76;121;912;86;41;109;5;294;2
No;86;no;no;0;1718;106;2921;3017;44;2564;1394;108;627;97;5;262;1
Yes;107;no;no;0;2223;101;3779;2860;111;2431;2494;117;1122;121;4;327;1
No;133;no;no;0;2458;102;4179;2647;90;225;1117;103;503;112;7;302;0
No;116;no;no;0;1646;110;2798;2706;103;230;2304;109;1037;80;3;216;0
No;63;no;no;0;2117;107;3599;2717;77;2309;2033;108;915;74;7;20;0
Yes;119;yes;yes;16;1472;103;2502;1601;96;1361;1840;120;828;77;2;208;0
Yes;133;yes;no;0;2547;103;433;2522;80;2144;1781;103;801;80;3;216;0
No;94;yes;no;0;1701;113;2892;2718;94;231;1107;78;498;87;4;235;1
No;69;no;no;0;1951;91;3317;2615;57;2223;2038;90;917;114;5;308;0
Yes;146;no;no;0;1493;83;2538;1871;130;159;1498;100;674;79;4;213;7
Yes;119;no;no;0;819;75;1392;2538;114;2157;2131;125;959;89;1;24;2
No;142;yes;yes;25;1911;109;3249;1496;120;1272;2278;60;1025;98;3;265;0
No;123;no;no;0;2069;115;3517;2244;86;1907;1974;60;888;83;2;224;3
Yes;101;no;no;0;2390;156;4063;2730;106;2321;2782;93;1252;135;8;365;1
No;43;no;no;0;1793;97;3048;2527;126;2148;2275;114;1024;80;5;216;0
No;69;no;no;0;1853;91;315;2191;88;1862;2436;107;1096;55;5;149;0
No;15;yes;no;0;1414;80;2404;1239;76;1053;3235;88;1456;81;3;219;2
No;107;no;yes;25;2486;91;4226;1193;115;1014;1943;83;874;120;1;324;1
No;67;no;no;0;1525;131;2593;2524;107;2145;1854;104;834;49;3;132;2
No;99;no;no;0;1456;102;2475;2309;87;1963;1815;86;817;114;7;308;1
No;46;no;no;0;1642;116;2791;1962;153;1668;2361;119;1062;81;1;219;1
No;55;yes;no;0;2210;115;3757;1654;97;1406;2354;117;1059;97;4;262;1
Yes;39;no;no;0;2954;126;5022;2321;117;1973;2044;123;92;115;2;311;1
No;92;no;no;0;1398;98;2377;1749;143;1487;2016;135;907;94;7;254;2
Yes;56;no;no;0;1623;99;2759;1491;78;1267;2555;115;115;148;1;40;4
Yes;76;no;no;0;2727;97;4636;2364;95;2009;2355;105;106;77;2;208;0
No;132;yes;yes;33;2003;75;3405;2266;67;1926;1988;91;895;129;3;348;2
No;140;no;yes;28;1571;77;2671;1724;97;1465;1845;94;83;111;9;30;1
No;51;yes;yes;12;1358;60;2309;2006;134;1705;1924;98;866;123;7;332;2
No;27;no;no;0;2367;110;4024;2319;92;1971;1647;85;741;127;6;343;1
No;224;no;no;0;1114;133;1894;1750;66;1488;2172;106;977;55;6;149;3
Yes;105;yes;yes;28;1561;89;2654;1071;114;91;1677;95;755;147;3;397;0
No;117;no;no;0;1911;93;3249;2828;56;2404;848;118;382;120;4;324;2
Yes;91;no;no;0;1530;123;2601;1411;127;1199;1715;76;772;103;15;278;1
No;135;no;no;0;2188;123;372;2428;64;2064;858;80;386;103;3;278;4
No;146;no;no;0;2054;101;3492;1349;77;1147;3105;83;1397;103;2;278;3
Yes;147;yes;no;0;2252;111;3828;1849;98;1572;1432;146;644;99;1;267;0
Yes;68;no;no;0;2499;127;4248;2545;118;2163;2732;98;1229;89;6;24;2
No;68;no;no;0;1316;89;2237;1370;109;1165;2563;107;1153;102;5;275;3
No;86;no;yes;21;1979;99;3364;1656;100;1408;2080;120;936;101;9;273;0
No;131;no;no;0;1665;129;2831;2102;107;1787;2572;93;1157;99;5;267;1
No;86;no;yes;29;2254;79;3832;1871;112;159;2811;112;1265;129;3;348;1
Yes;159;no;no;0;2758;103;4689;1895;108;1611;2239;93;1008;74;5;20;2
No;134;no;yes;40;1429;105;2429;886;61;753;2900;96;1305;108;6;292;1
No;113;no;no;0;2072;113;3522;2560;80;2176;2110;87;949;99;1;267;1
No;132;no;no;0;2062;100;3505;2112;118;1795;1962;122;883;102;6;275;1
No;85;no;no;0;2103;66;3575;1958;76;1664;2216;82;997;112;7;302;1
Yes;93;yes;yes;38;2257;117;3837;1196;122;1017;1932;125;869;140;7;378;1
Yes;174;no;yes;33;1678;91;2853;2053;91;1745;1300;132;585;145;4;392;4
No;61;no;no;0;1977;118;3361;1522;96;1294;2210;93;995;70;3;189;2
No;91;no;yes;39;1698;105;2887;652;116;554;1444;92;65;109;4;294;1
No;88;no;yes;28;1906;104;324;2373;105;2017;2116;116;952;98;1;265;2
No;88;no;yes;45;803;140;1365;1533;101;1303;3092;123;1391;128;3;346;2
No;195;no;yes;36;2317;110;3939;2251;88;1913;2017;89;908;121;2;327;0
No;182;no;no;0;691;114;1175;2303;109;1958;2567;96;1155;65;4;176;0
No;118;no;no;0;1888;60;321;2174;64;1848;2201;100;99;82;7;221;4
Yes;103;no;no;0;1506;125;256;1691;126;1437;2212;104;995;104;8;281;8
No;65;no;no;0;1920;89;3264;1395;88;1186;1874;102;843;55;4;149;2
No;61;no;yes;25;1637;78;2783;1132;112;962;1341;118;603;99;3;267;3
No;172;no;no;0;2117;100;3599;1987;101;1689;3017;136;1358;65;9;176;1
No;72;no;no;0;1755;103;2984;1323;120;1125;2429;96;1093;118;3;319;1
No;113;no;no;0;1501;120;2552;2001;85;1701;2667;105;120;110;3;297;2
No;177;no;no;0;1895;99;3222;1763;117;1499;2259;112;1017;142;2;383;1
Yes;100;no;no;0;708;94;1204;2156;102;1833;2308;125;1039;95;1;257;6
No;67;no;no;0;2155;102;3664;1907;95;1621;2145;106;965;86;6;232;1
No;136;no;no;0;1017;105;1729;2028;99;1724;1362;119;613;94;6;254;3
No;71;no;no;0;2584;132;4393;1268;119;1078;1824;87;821;97;8;262;4
No;134;no;no;0;2424;126;4121;1529;115;130;3183;115;1432;118;6;319;1
No;124;no;no;0;1318;82;2241;2843;119;2417;3055;101;1375;113;2;305;1
No;84;no;no;0;1902;102;3233;1977;141;168;2475;102;1114;98;6;265;2
No;39;no;no;0;1541;104;262;2042;112;1736;1962;92;883;98;4;265;2
No;110;no;no;0;1880;127;3196;905;118;769;1503;64;676;153;3;413;3
No;102;no;no;0;1031;70;1753;2750;129;2338;1411;92;635;112;5;302;1
No;70;no;no;0;1754;130;2982;1595;130;1356;2606;96;1173;116;4;313;0
No;142;no;no;0;1454;93;2472;2091;98;1777;2140;96;963;109;1;294;1
No;81;yes;no;0;2506;85;426;1879;50;1597;1203;131;541;78;5;211;1
No;17;no;no;0;1615;123;2746;2142;81;1821;3150;106;1418;86;5;232;1
Yes;119;no;no;0;2601;101;4422;2565;68;218;2291;89;1031;100;2;27;1
Yes;105;no;no;0;2813;124;4782;3015;96;2563;2028;109;913;87;3;235;0
Yes;108;yes;yes;42;1301;90;2212;1670;128;142;2447;80;1101;136;5;367;3
No;90;no;no;0;1020;118;1734;1133;134;963;1886;105;849;114;3;308;2
No;100;no;yes;33;2187;104;3718;1550;144;1318;990;117;446;121;4;327;1
No;155;no;yes;30;1285;86;2185;1884;91;1601;2544;85;1145;68;6;184;1
Yes;113;no;no;0;1287;100;2188;2271;67;193;1781;135;801;92;4;248;2
No;123;no;no;0;1722;92;2927;1626;76;1382;2503;101;1126;87;4;235;1
No;145;no;no;0;1992;124;3386;1260;86;1071;2892;135;1301;76;3;205;1
No;42;no;no;0;1845;98;3137;2005;93;1704;2792;91;1256;88;3;238;2
No;125;no;no;0;1686;99;2866;1756;107;1493;2433;92;1095;109;7;294;0
No;131;no;yes;30;1740;118;2958;2053;81;1745;2182;90;982;67;3;181;1
No;107;no;no;0;2304;65;3917;2574;80;2188;1073;88;483;85;3;23;1
No;48;no;no;0;1982;73;3369;2028;115;1724;1464;73;659;51;5;138;1
No;76;no;no;0;1861;96;3164;2116;100;1799;2306;100;1038;80;4;216;0
No;128;no;no;0;1485;105;2525;2430;106;2066;2552;114;1148;68;2;184;1
No;73;no;no;0;1571;109;2671;2688;83;2285;1815;91;817;100;8;27;0
Yes;52;no;no;0;1550;110;2635;1334;104;1134;1761;84;792;70;4;189;4
No;126;yes;yes;26;1293;123;2198;1765;114;150;1545;102;695;96;7;259;1
No;124;no;no;0;1885;77;3205;1820;123;1547;2182;127;982;61;6;165;1
No;137;no;no;0;2088;120;355;2253;100;1915;2216;130;997;111;5;30;0
Yes;71;no;no;0;2380;82;4046;2785;94;2367;1931;134;869;118;10;319;0
No;139;no;no;0;2111;103;3589;2069;108;1759;1939;70;873;56;4;151;0
No;107;no;yes;30;1989;87;3381;2070;90;176;1598;76;719;126;4;34;3
No;147;no;no;0;2128;79;3618;2041;91;1735;1562;113;703;102;2;275;1
No;116;no;no;0;1374;126;2336;1200;94;102;1303;64;586;124;2;335;3
No;60;no;yes;31;1918;75;3261;2678;135;2276;2005;62;902;128;3;346;2
No;38;no;no;0;1490;92;2533;492;78;418;1633;93;735;139;11;375;0
No;63;no;no;0;1171;118;1991;2496;90;2122;1622;84;73;111;4;30;3
No;94;no;no;0;1080;79;1836;2419;152;2056;2521;92;1134;104;3;281;3
No;131;no;no;0;1128;133;1918;1994;116;1695;1427;105;642;101;5;273;0
No;158;no;no;0;1759;105;299;1883;88;1601;1883;98;847;110;6;297;1
Yes;139;no;no;0;2366;109;4022;1699;107;1444;2123;118;955;111;2;30;1
No;77;no;no;0;1694;102;288;1849;144;1572;2343;89;1054;20;7;54;1
No;140;no;no;0;1296;79;2203;2462;99;2093;1721;124;774;94;10;254;3
No;72;no;no;0;1771;97;3011;1847;105;157;1741;94;783;80;6;216;1
No;52;no;yes;20;1333;63;2266;1841;123;1565;2729;107;1228;135;2;365;1
No;103;no;no;0;1678;121;2853;2129;123;181;2082;73;937;130;3;351;5
No;74;no;yes;32;1746;107;2968;3106;115;264;2347;92;1056;90;4;243;1
No;124;no;no;0;1503;101;2555;2559;112;2175;1367;62;615;125;4;338;2
No;85;no;yes;21;2832;110;4814;2397;108;2037;1495;80;673;63;1;17;5
Yes;113;no;yes;20;1578;83;2683;1615;56;1373;2715;100;1222;87;2;235;5
No;71;no;no;0;1412;132;240;1491;90;1267;1714;72;771;70;2;189;2
No;177;no;yes;27;2302;106;3913;1961;78;1667;2154;108;969;104;2;281;1
Yes;49;yes;no;0;2378;92;4043;2089;119;1776;1678;86;755;156;6;421;2
Yes;106;yes;no;0;2040;84;3468;1685;61;1432;1640;102;738;133;3;359;3
No;60;no;no;0;2211;106;3759;1786;48;1518;2027;90;912;74;3;20;1
No;43;no;no;0;1772;93;3012;1426;60;1212;3141;144;1413;127;2;343;4
No;66;no;no;0;1180;133;2006;2481;99;2109;2144;122;965;53;5;143;1
No;125;no;no;0;1638;73;2785;2556;85;2173;1929;95;868;157;4;424;0
No;114;no;yes;4;1413;96;2402;2304;88;1958;2237;85;1007;94;3;254;3
Yes;112;no;no;0;2725;119;4633;2261;94;1922;1591;94;716;164;5;443;3
No;101;no;yes;16;1189;112;2021;2283;97;1941;1801;111;81;82;5;221;2
No;70;no;no;0;79;100;134;1364;83;1159;1566;89;705;121;1;327;0
No;59;no;no;0;1595;96;2712;1672;123;1421;1386;106;624;102;4;275;0
No;59;no;no;0;1502;70;2553;1857;98;1578;2125;128;956;121;2;327;1
No;124;no;yes;30;1445;35;2457;2623;101;223;2265;82;1019;120;7;324;2
No;99;no;no;0;1407;88;2392;2109;98;1793;2299;125;1035;124;4;335;2
No;150;no;no;0;1692;123;2876;2168;83;1843;1794;107;807;126;3;34;1
No;81;no;no;0;2208;77;3754;1485;87;1262;1839;100;828;76;3;205;2
No;86;no;no;0;2163;96;3677;2663;77;2264;2140;110;963;45;3;122;0
No;84;no;no;0;1695;96;2882;1576;94;134;982;70;442;106;7;286;0
No;118;no;yes;35;2563;119;4357;2581;91;2194;2155;130;97;117;1;316;1
No;89;no;no;0;1797;128;3055;2998;92;2548;1853;120;834;76;3;205;1
No;93;no;no;0;2660;120;4522;1301;84;1106;1658;63;746;131;6;354;3
No;85;no;no;0;967;97;1644;1938;95;1647;1717;88;773;97;3;262;2
No;160;no;no;0;827;116;1406;1946;95;1654;1590;54;715;109;9;294;0
No;28;no;no;0;1682;87;2859;1617;92;1374;1924;112;866;101;3;273;3
Yes;73;no;no;0;2864;109;4869;1782;67;1515;2142;152;964;107;14;289;1
No;156;no;no;0;1743;95;2963;1866;128;1586;2582;105;1162;129;5;348;3
No;33;yes;no;0;1906;100;324;1617;104;1374;1899;136;855;130;6;351;1
No;77;no;no;0;1755;86;2984;2051;78;1743;2452;100;1103;178;3;481;4
No;119;no;no;0;1334;102;2268;2046;71;1739;1969;103;886;111;7;30;1
No;91;no;yes;27;2046;96;3478;1360;93;1156;2105;82;947;66;2;178;3
No;102;no;no;0;2422;88;4117;2332;89;1982;1885;121;848;62;6;167;3
No;86;no;yes;33;2531;112;4303;2101;94;1786;950;98;427;119;4;321;3
No;82;no;no;0;1300;110;221;1853;88;1575;1787;105;804;83;4;224;0
No;89;no;no;0;1059;151;180;1896;142;1612;1709;67;769;127;7;343;0
No;86;no;no;0;1942;98;3301;1938;95;1647;1920;123;864;93;7;251;3
No;134;no;no;0;1838;111;3125;1235;92;105;1607;105;723;61;2;165;1
No;92;no;no;0;1965;82;3341;1900;89;1615;1632;99;734;108;2;292;2
No;87;no;no;0;1845;81;3137;1720;103;1462;1834;96;825;137;3;37;3
No;64;no;no;0;2619;113;4452;1481;99;1259;1452;74;653;138;4;373;0
No;80;no;no;0;2024;118;3441;2602;67;2212;1774;112;798;92;5;248;3
No;165;no;yes;39;1674;113;2846;1727;94;1468;1926;113;867;95;4;257;3
No;153;no;yes;22;1677;104;2851;2468;91;2098;2039;117;918;75;11;203;1
No;41;no;yes;30;1917;109;3259;1930;86;1641;1494;93;672;111;4;30;1
No;108;no;no;0;2402;78;4083;2303;109;1958;2170;83;976;52;1;14;2
No;104;no;yes;26;1891;112;3215;1782;97;1515;1993;104;897;111;4;30;1
No;115;no;no;0;1277;67;2171;1829;90;1555;1729;92;778;106;7;286;1
No;87;no;no;0;2052;106;3488;995;122;846;1895;75;853;134;3;362;1
No;159;no;yes;23;1536;93;2611;2169;88;1844;1613;91;726;126;3;34;2
No;119;no;no;0;1545;129;2627;1936;87;1646;1809;145;814;134;3;362;2
No;69;no;no;0;1537;109;2613;1940;105;1649;2561;114;1152;141;6;381;1
No;87;yes;yes;36;1712;138;291;1858;102;1579;2276;97;1024;108;3;292;1
Yes;93;no;no;0;3281;106;5578;1517;89;1289;3035;114;1366;87;3;235;1
Yes;154;yes;no;0;1459;69;248;2082;141;177;1809;106;814;144;10;389;0
No;57;no;yes;37;2012;76;342;2801;122;2381;1542;110;694;118;1;319;1
No;130;no;no;0;1391;72;2365;2460;112;2091;2072;121;932;114;9;308;5
No;151;no;no;0;1189;128;2021;2783;65;2366;1948;61;877;132;10;356;2
Yes;162;no;no;0;2176;87;3699;2790;71;2372;2507;65;1128;104;4;281;2
No;60;no;no;0;1450;133;2465;2091;92;1777;3285;112;1478;146;2;394;1
No;81;no;no;0;2035;89;346;2896;69;2462;2129;71;958;87;3;235;3
No;132;no;no;0;2401;115;4082;1804;91;1533;1334;122;60;80;6;216;3
No;86;no;no;0;838;121;1425;2402;96;2042;1586;108;714;67;8;181;1
Yes;136;no;no;0;2698;106;4587;2288;101;1945;2575;106;1159;101;8;273;1
No;121;no;yes;21;1263;84;2147;2096;102;1782;1925;129;866;106;2;286;1
No;105;no;yes;15;881;125;1498;1759;142;1495;2699;85;1215;97;1;262;2
No;105;no;yes;34;2185;61;3715;1967;74;1672;1511;103;68;99;4;267;2
No;51;no;yes;26;2368;61;4026;2634;97;2239;1811;91;815;112;8;302;1
No;64;no;no;0;1241;117;211;1928;108;1639;1629;84;733;64;5;173;3
No;80;yes;yes;30;1842;132;3131;1675;109;1424;2128;114;958;100;10;27;0
No;56;no;no;0;2227;133;3786;2770;89;2355;1018;94;458;136;4;367;4
No;120;no;no;0;1492;98;2536;1936;88;1646;2489;119;112;111;5;30;1
No;103;no;no;0;2065;125;3511;1802;113;1532;2206;95;993;122;4;329;3
No;164;no;yes;27;1597;102;2715;1688;113;1435;2441;127;1098;96;9;259;3
No;116;no;yes;27;2047;118;348;2094;91;178;2129;67;958;70;2;189;2
No;121;no;no;0;2132;79;3624;1207;116;1026;2444;102;110;75;4;203;1
No;55;yes;no;0;2696;121;4583;1717;91;1459;2190;98;986;82;6;221;1
No;183;no;no;0;1167;92;1984;2138;112;1817;2143;112;964;97;6;262;2
No;104;no;no;0;2634;101;4478;2355;117;2002;1020;146;459;130;4;351;0
No;90;no;no;0;1402;97;2383;2139;102;1818;1200;126;54;71;2;192;1
No;82;no;no;0;1977;101;3361;1276;83;1085;1421;103;639;135;3;365;1
No;101;no;no;0;1362;92;2315;2209;110;1878;1969;116;886;133;7;359;3
No;9;no;yes;16;885;87;1505;1788;108;152;2287;96;1029;115;3;311;2
No;97;no;no;0;2153;58;366;2424;91;206;2798;105;1259;121;9;327;0
Yes;94;no;no;0;2692;104;4576;1938;144;1647;2576;61;1159;89;2;24;3
No;127;no;yes;25;2038;118;3465;2671;48;227;2251;105;1013;73;5;197;0
No;125;no;yes;34;2684;112;4563;2222;108;1889;1176;102;529;103;3;278;0
No;140;no;no;0;1591;104;2705;2698;106;2293;2204;116;992;103;4;278;1
No;90;no;no;0;1144;122;1945;1277;154;1085;2531;109;1139;101;5;273;2
No;67;no;no;0;1389;65;2361;2089;109;1776;2324;82;1046;92;3;248;2
No;113;no;no;0;1860;55;3162;2374;105;2018;1481;83;666;122;6;329;1
No;121;no;yes;26;1704;91;2897;2545;90;2163;2196;122;988;151;5;408;0
No;93;no;no;0;1645;95;2797;2309;87;1963;1499;91;675;99;3;267;4
No;121;no;no;0;1686;121;2866;1686;94;1433;953;59;429;123;4;332;1
Yes;53;no;no;0;2612;119;444;2508;105;2132;1760;112;792;98;2;265;0
No;75;no;no;0;1905;91;3239;1784;75;1516;1624;113;731;131;5;354;1
No;132;no;no;0;1811;121;3079;3144;109;2672;2467;81;111;42;9;113;2
No;162;no;no;0;1771;131;3011;1147;122;975;1536;88;691;65;6;176;3
No;140;no;no;0;1605;114;2729;2405;103;2044;2335;121;1051;113;4;305;1
No;91;no;no;0;1347;116;229;2953;98;251;1955;121;88;66;5;178;2
No;73;no;yes;28;1982;107;3369;1391;123;1182;1991;139;896;88;1;238;2
Yes;95;yes;no;0;2289;134;3891;2557;71;2173;2080;120;936;101;2;273;4
No;145;no;no;0;2417;137;4109;1358;100;1154;2776;123;1249;131;3;354;0
No;100;no;no;0;1311;108;2229;1762;81;1498;897;81;404;43;4;116;1
No;122;no;no;0;2341;101;398;2002;121;1702;2374;89;1068;131;9;354;2
No;109;no;no;0;2001;72;3402;3009;120;2558;2360;68;1062;119;5;321;0
No;82;no;no;0;1540;107;2618;944;114;802;2876;95;1294;101;7;273;1
No;65;no;yes;23;2242;106;3811;1896;100;1612;2228;75;1003;98;4;265;0
No;52;no;no;0;1483;83;2521;1816;79;1544;1556;104;70;83;6;224;3
No;136;no;yes;24;1746;76;2968;1766;114;1501;2144;91;965;88;5;238;2
No;75;no;no;0;1385;110;2355;1532;86;1302;2156;103;97;111;7;30;1
No;146;no;no;0;1090;69;1853;2658;98;2259;2283;80;1027;126;2;34;1
No;105;no;no;0;1623;99;2759;2125;95;1806;2147;114;966;111;8;30;4
No;48;no;no;0;2108;84;3584;1896;98;1612;1576;99;709;164;3;443;2
No;45;no;no;0;1424;107;2421;3187;78;2709;2241;108;1008;111;7;30;1
No;106;no;yes;37;2235;104;380;2351;99;1998;1401;90;63;106;5;286;2
No;33;no;no;0;1825;65;3103;2321;96;1973;1492;82;671;75;2;203;2
